City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
318,La Arena,-5.3466,-80.7109,73.71,66,97,14.99,PE,4/29/22 2:15
319,Registro,-24.4875,-47.8436,74.32,76,79,1.3,BR,4/29/22 2:16
320,Linkoping,58.4109,15.6216,36.81,76,20,0,SE,4/29/22 2:16
321,Ust-Maya,60.4167,134.5333,33.78,57,100,8.08,RU,4/29/22 2:16
322,Sechura,-5.5569,-80.8222,70,76,100,15.46,PE,4/29/22 2:16
323,Alofi,-19.0595,-169.9187,82.29,78,40,13.8,NU,4/29/22 2:16
324,Sulangan,11.1373,123.7228,82.74,74,100,7.61,PH,4/29/22 2:16
325,Torbay,47.6666,-52.7314,36.88,96,100,3.44,CA,4/29/22 2:15
326,Golden,39.7555,-105.2211,70.61,20,75,5.99,US,4/29/22 2:15
327,Hovd,48.0056,91.6419,46.27,22,8,1.16,MN,4/29/22 2:14
328,Laguna,38.421,-121.4238,70.43,50,0,11.5,US,4/29/22 2:16
329,Mahebourg,-20.4081,57.7,74.25,94,40,4.61,MU,4/29/22 2:16
330,Mount Pleasant,32.7941,-79.8626,64.98,74,0,1.01,US,4/29/22 2:13
331,Provideniya,64.3833,-173.3,30.36,93,75,22.37,RU,4/29/22 2:16
332,Ninotsminda,41.2646,43.5916,44.02,93,100,1.45,GE,4/29/22 2:16
333,Jinchang,38.4953,102.1739,47.79,32,100,20.62,CN,4/29/22 2:16
334,Varna,43.2167,27.9167,57.34,92,20,2.3,BG,4/29/22 2:16
335,Wladyslawowo,54.7909,18.4009,39.94,69,25,7.63,PL,4/29/22 2:16
336,Chapais,49.7834,-74.8492,25.45,89,80,5.77,CA,4/29/22 2:11
337,Pokhara,28.2333,83.9833,80.8,29,2,3.8,NP,4/29/22 2:11
338,Kargasok,59.0556,80.8572,57.81,78,100,12.24,RU,4/29/22 2:16
339,Cosala,24.4125,-106.6908,76.87,30,64,2.51,MX,4/29/22 2:16
340,Karratha,-20.7377,116.8463,74.46,73,100,15.97,AU,4/29/22 2:11
341,Tucurui,-3.7661,-49.6725,74.16,95,100,2.57,BR,4/29/22 2:16
342,Mikhaylovka,50.06,43.2379,41.79,65,11,6.29,RU,4/29/22 2:16
343,Udachnyy,66.4167,112.4,34.93,100,83,7.9,RU,4/29/22 2:16
344,Kirakira,-10.4544,161.9205,84.65,74,100,3.74,SB,4/29/22 2:16
345,Port-Cartier,50.0334,-66.8654,32.76,78,100,16.49,CA,4/29/22 2:16
346,Coihaique,-45.5752,-72.0662,30.15,93,40,3.44,CL,4/29/22 2:16
347,Soldato-Aleksandrovskoye,44.2653,43.7561,57.13,77,100,5.44,RU,4/29/22 2:16
348,Lucea,18.451,-78.1736,78.66,72,9,11.18,JM,4/29/22 2:16
349,Safford,32.834,-109.7076,81.52,7,0,17.27,US,4/29/22 2:15
350,San Andres,12.5847,-81.7006,80.62,78,75,12.66,CO,4/29/22 2:16
351,Del Rio,29.3627,-100.8968,82.51,51,0,10.36,US,4/29/22 2:16
352,Richards Bay,-28.783,32.0377,61.81,86,0,10.16,ZA,4/29/22 2:16
353,Bubaque,11.2833,-15.8333,76.87,74,99,16.93,GW,4/29/22 2:16
354,Baracoa,20.3467,-74.4958,73.17,77,85,6.8,CU,4/29/22 2:16
355,Panguna,-6.3164,155.4848,84.51,48,90,2.46,PG,4/29/22 2:16
356,Manga,11.6636,-1.0731,83.3,52,77,6.51,BF,4/29/22 2:16
357,Buritizeiro,-17.3511,-44.9622,71.76,60,60,1.95,BR,4/29/22 2:16
358,Nagato,34.3833,131.2,59.2,93,100,30.67,JP,4/29/22 2:16
359,Geraldton,-28.7667,114.6,68.41,52,0,12.66,AU,4/29/22 2:16
360,Kamenka,51.3223,42.7678,43,65,98,7.07,RU,4/29/22 2:16
361,Namie,37.4833,141,60.71,61,100,9.8,JP,4/29/22 2:16
362,Alice Springs,-23.7,133.8833,90.95,17,1,10.36,AU,4/29/22 2:16
363,Gat,31.61,34.7642,70.39,57,0,3.31,IL,4/29/22 2:17
364,Tateyama,34.9833,139.8667,63.1,88,75,11.5,JP,4/29/22 2:17
365,Saint-Augustin,51.226,-58.6502,33.93,98,100,16.46,CA,4/29/22 2:17
366,Aykhal,66,111.5,33.58,99,26,10.07,RU,4/29/22 2:17
367,Cartagena,10.3997,-75.5144,78.42,94,75,4.61,CO,4/29/22 2:17
368,Sur,22.5667,59.5289,87.94,39,60,9.42,OM,4/29/22 2:17
369,Kavali,14.9167,79.9833,84.11,66,17,7.56,IN,4/29/22 2:17
370,Salym,60.0625,71.4789,49.6,85,100,11.23,RU,4/29/22 2:17
371,Fort-Shevchenko,44.5086,50.263,65.32,58,10,10.47,KZ,4/29/22 2:17
372,Altona,53.55,9.9333,40.89,92,98,2.3,DE,4/29/22 2:17
373,Omboue,-1.5746,9.2618,77.07,90,81,2.93,GA,4/29/22 2:12
374,Bandarbeyla,9.4942,50.8122,82.58,79,28,2.59,SO,4/29/22 2:17
375,San Carlos Del Zulia,9,-71.9135,75.74,92,100,1.41,VE,4/29/22 2:17
376,Ostrovnoy,68.0531,39.5131,15.06,86,57,19.62,RU,4/29/22 2:17
377,Trincomalee,8.5711,81.2335,81.9,75,100,6.62,LK,4/29/22 2:17
378,Parabel,58.6978,81.4825,58.53,77,100,11.43,RU,4/29/22 2:17
379,Paharpur,32.1038,70.9724,90.61,21,63,10.6,PK,4/29/22 2:17
380,Povenets,62.8487,34.8262,27.37,88,100,7.61,RU,4/29/22 2:17
381,Wundanyi,-3.4019,38.364,59.74,94,61,3.85,KE,4/29/22 2:17
382,Nanakuli,21.3906,-158.1547,83.57,54,100,16.11,US,4/29/22 2:17
383,Yuryuzan,54.8633,58.4219,37.62,85,89,3.11,RU,4/29/22 2:17
384,Aykino,62.2248,49.9922,25.43,76,57,5.5,RU,4/29/22 2:17
385,Barra Da Estiva,-13.6261,-41.3269,61.95,86,3,2.24,BR,4/29/22 2:14
386,Cidreira,-30.1811,-50.2056,66.27,86,100,7.58,BR,4/29/22 2:17
387,Krasnyy Chikoy,50.3643,108.7512,41.31,29,0,10.69,RU,4/29/22 2:17
388,Cairns,-16.9167,145.7667,85.95,70,40,14.97,AU,4/29/22 2:14
389,Otanche,5.6567,-74.1825,66.56,99,100,1.97,CO,4/29/22 2:17
390,Kulhudhuffushi,6.6221,73.07,84.51,70,97,1.54,MV,4/29/22 2:17
391,Ayan,56.45,138.1667,35.19,66,100,8.48,RU,4/29/22 2:17
392,Inhambane,-23.865,35.3833,68.43,81,3,4.07,MZ,4/29/22 2:17
393,Edendale,-29.6528,30.3147,52.03,62,0,6.31,ZA,4/29/22 2:17
394,Pauini,-7.7136,-66.9764,73.96,95,100,0.85,BR,4/29/22 2:17
395,Verkhnyaya Balkariya,43.1279,43.4573,50.92,90,100,4.23,RU,4/29/22 2:17
396,Aloleng,16.1307,119.7824,88.83,58,100,7.76,PH,4/29/22 2:17
397,Mitsamiouli,-11.3847,43.2844,80.8,73,70,18.45,KM,4/29/22 2:17
398,Granadilla De Abona,28.1188,-16.576,58.19,69,20,8.05,ES,4/29/22 2:17
399,Iqaluit,63.7506,-68.5145,6.53,72,75,3.44,CA,4/29/22 2:17
400,Uige,-7.6087,15.0613,66.47,96,86,2.17,AO,4/29/22 2:14
401,Sidi Ali,36.0998,0.4206,55.15,83,100,4.36,DZ,4/29/22 2:17
402,Xichang,27.8964,102.2634,67.98,61,6,1.95,CN,4/29/22 2:17
403,Yumen,40.2833,97.2,43.61,64,100,13.04,CN,4/29/22 2:17
404,Namatanai,-3.6667,152.4333,86.43,63,100,4.85,PG,4/29/22 2:17
405,Batticaloa,7.7102,81.6924,82.24,80,53,7.09,LK,4/29/22 2:17
406,Katrineholm,58.9959,16.2072,38.73,73,74,4.9,SE,4/29/22 2:17
407,Biloela,-24.4167,150.5,83.55,40,0,12.15,AU,4/29/22 2:18
408,Vostok,46.4856,135.8833,45.93,28,0,9.17,RU,4/29/22 2:18
409,Svetlogorsk,52.6333,29.7333,36.27,81,12,1.74,BY,4/29/22 2:18
410,Puerto Del Rosario,28.5004,-13.8627,62.35,72,75,14.97,ES,4/29/22 2:18
411,Castro,-24.7911,-50.0119,62.24,90,100,3.94,BR,4/29/22 2:18
412,Chulman,56.8479,124.9104,29.48,69,99,9.6,RU,4/29/22 2:18
413,Ellenabad,29.45,74.65,90.18,11,0,7.16,IN,4/29/22 2:18
414,Maniitsoq,65.4167,-52.9,31.6,99,100,12.37,GL,4/29/22 2:18
415,Jumla,29.2747,82.1838,63.07,35,6,2.51,NP,4/29/22 2:18
416,Coahuayana,18.7333,-103.6833,74.41,81,0,2.44,MX,4/29/22 2:18
417,Illora,37.2877,-3.8811,49.05,93,0,3.44,ES,4/29/22 2:18
418,Sorland,67.667,12.6934,35.08,60,100,14.23,NO,4/29/22 2:19
419,Aqtobe,50.2797,57.2072,48.29,71,0,4.47,KZ,4/29/22 2:19
420,Longyearbyen,78.2186,15.6401,6.64,61,20,14.97,SJ,4/29/22 2:19
421,Redmond,47.674,-122.1215,56.01,65,100,1.99,US,4/29/22 2:15
422,Sistranda,63.7256,8.834,35.56,67,100,13.87,NO,4/29/22 2:19
423,Miramar,25.9873,-80.2323,75.22,88,100,5.75,US,4/29/22 2:19
424,Qiongshan,20.0058,110.3542,85.98,74,40,6.71,CN,4/29/22 2:19
425,San Cristobal,7.7669,-72.225,68.18,94,100,1.21,VE,4/29/22 2:19
426,Bow Island,49.8668,-111.3684,53.89,20,100,4.61,CA,4/29/22 2:19
427,Novikovo,51.1537,37.8879,42.62,85,5,6.87,RU,4/29/22 2:19
428,Vestmannaeyjar,63.4427,-20.2734,46,84,100,1.92,IS,4/29/22 2:19
429,Bansi,27.1833,82.9333,88.41,27,0,11.7,IN,4/29/22 2:19
430,Ginda,30.6945,78.4932,72.93,21,3,4.16,IN,4/29/22 2:19
431,Karlshamn,56.1706,14.8619,38.91,74,11,5.55,SE,4/29/22 2:15
432,Gamba,-2.65,10,76.28,90,57,1.45,GA,4/29/22 2:19
433,Mancio Lima,-7.6142,-72.8958,71.89,98,100,1.86,BR,4/29/22 2:19
434,Zhovtneve,50.6637,24.2492,40.48,88,64,4.47,UA,4/29/22 2:19
435,Concepcion,-36.827,-73.0498,46.2,81,0,3.44,CL,4/29/22 2:18
436,Auburn,47.3073,-122.2284,55.89,61,75,6.91,US,4/29/22 2:14
437,Sao Felix Do Xingu,-6.6447,-51.995,73.9,84,96,2.77,BR,4/29/22 2:19
438,Pedernales,18.0384,-71.744,76.17,71,15,5.99,DO,4/29/22 2:19
439,Codrington,-38.2667,141.9667,70.5,51,100,16.75,AU,4/29/22 2:17
440,Kargopol,61.5071,38.9456,23.02,94,73,4.03,RU,4/29/22 2:19
441,Tamisan,6.8437,126.2984,82.27,73,99,3.74,PH,4/29/22 2:19
442,Kungalv,57.871,11.9805,40.17,91,8,2.86,SE,4/29/22 2:19
443,Clarksdale,34.2001,-90.5709,69.91,45,75,3.44,US,4/29/22 2:19
444,Vredendal,-31.6683,18.5012,61.21,78,100,9.84,ZA,4/29/22 2:19
445,Chunoyar,57.4467,97.3217,49.12,80,93,6.71,RU,4/29/22 2:19
446,Solnechnyy,50.7214,136.6319,40.12,67,3,3.67,RU,4/29/22 2:19
447,Koslan,63.4564,48.8989,24.31,84,60,6.62,RU,4/29/22 2:19
448,Dongsheng,39.8161,109.9776,56.77,36,100,13.02,CN,4/29/22 2:19
449,Nishihara,26.1842,127.7558,83.86,86,75,20.71,JP,4/29/22 2:19
450,Bulungu,-4.55,18.6,69.44,97,99,1.45,CD,4/29/22 2:19
451,Sakakah,29.9697,40.2064,63.97,50,0,4.97,SA,4/29/22 2:19
452,Aksarka,66.5606,67.7975,12.16,84,76,3.69,RU,4/29/22 2:19
453,Wanlaweyn,2.6185,44.8938,79.45,81,96,5.37,SO,4/29/22 2:19
454,Vanderhoof,54.0166,-124.0198,46.69,54,97,8.05,CA,4/29/22 2:15
455,Coquimbo,-29.9533,-71.3436,56.93,94,0,9.22,CL,4/29/22 2:16
456,Skagen,57.7209,10.5839,45.75,80,7,8.52,DK,4/29/22 2:20
457,Lae,-6.7221,146.9847,92.07,63,100,6.31,PG,4/29/22 2:20
458,Bilibino,68.0546,166.4372,31.64,92,100,1.48,RU,4/29/22 2:20
459,Chaman,30.9236,66.4512,76.55,20,7,5.59,PK,4/29/22 2:20
460,Fukue,32.6881,128.8419,57.56,94,75,26.46,JP,4/29/22 2:20
461,Dire Dawa,9.5931,41.8661,71.58,63,46,8.52,ET,4/29/22 2:20
462,Glenluce,54.8798,-4.8084,41.2,83,0,2.35,GB,4/29/22 2:20
463,Berdigestyakh,62.0989,126.6992,34.18,73,24,4.81,RU,4/29/22 2:20
464,Neyshabur,36.2133,58.7958,67.59,38,4,4,IR,4/29/22 2:20
465,Severo-Kurilsk,50.6789,156.125,35.33,91,89,18.03,RU,4/29/22 2:19
466,Tazovskiy,67.4667,78.7,18.99,88,100,8.16,RU,4/29/22 2:20
467,Arlit,18.7369,7.3853,76.64,9,74,5.64,NE,4/29/22 2:20
468,Nikel,69.4128,30.222,19.58,93,99,10.78,RU,4/29/22 2:20
469,Churapcha,62.0025,132.4325,30.96,72,92,6.24,RU,4/29/22 2:20
470,Callaway,30.153,-85.5699,71.91,83,0,3.44,US,4/29/22 2:20
471,Ambilobe,-13.2,49.05,72.23,95,73,3.36,MG,4/29/22 2:18
472,Natal,-5.795,-35.2094,79.02,89,20,4.61,BR,4/29/22 2:20
473,Siva,29.2041,25.5195,75.43,21,99,20.78,EG,4/29/22 2:20
474,Onega,63.9061,38.1404,27.72,96,100,4.36,RU,4/29/22 2:20
475,Vila,42.0304,-8.1588,47.28,87,52,4,PT,4/29/22 2:20
476,Vila Velha,-20.3297,-40.2925,75.15,93,20,3.44,BR,4/29/22 2:20
477,Enterprise,36.0252,-115.2419,79.34,12,0,21.85,US,4/29/22 2:20
478,Taoudenni,22.6783,-3.9836,81.41,11,0,6.51,ML,4/29/22 2:20
479,Yar-Sale,66.8333,70.8333,16.86,84,100,5.61,RU,4/29/22 2:17
480,Lhokseumawe,5.1801,97.1507,84.29,75,100,3.69,ID,4/29/22 2:16
481,Luancheng,37.8792,114.6517,57.36,48,93,7.43,CN,4/29/22 2:20
482,Abha,18.2164,42.5053,55.22,71,0,0,SA,4/29/22 2:15
483,Leningradskiy,69.3833,178.4167,26.4,91,100,5.37,RU,4/29/22 2:20
484,Praia,14.9215,-23.5087,68.54,77,20,13.8,CV,4/29/22 2:20
485,Bodden Town,19.2833,-81.25,78.93,81,0,6.91,KY,4/29/22 2:20
486,Gazanjyk,39.2446,55.5154,70.88,49,43,5.03,TM,4/29/22 2:20
487,Longkou,37.6508,120.3286,50.5,75,3,7.9,CN,4/29/22 2:20
488,Kaohsiung,22.6163,120.3133,87.75,73,40,10.36,TW,4/29/22 2:15
489,Kavaratti,10.5669,72.642,84.67,75,75,5.19,IN,4/29/22 2:20
490,Harper,4.375,-7.7169,79.18,81,93,2.15,LR,4/29/22 2:20
491,Acapulco,16.8634,-99.8901,80.42,83,0,2.3,MX,4/29/22 2:20
492,Amlame,7.4667,0.9,74.25,72,94,1.63,TG,4/29/22 2:20
493,Rapid Valley,44.0625,-103.1463,58.44,55,40,8.99,US,4/29/22 2:20
494,Tukums,56.9669,23.1553,34.95,97,63,5.93,LV,4/29/22 2:20
495,Kollam,8.8833,76.6,82.02,82,100,4.83,IN,4/29/22 2:20
496,Maputo,-25.9653,32.5892,63.23,89,0,5.01,MZ,4/29/22 2:20
497,Marawi,7.9986,124.2928,80.11,69,84,3.56,PH,4/29/22 2:20
498,Takoradi,4.8845,-1.7554,78.31,82,100,7.18,GH,4/29/22 2:20
499,Te Anau,-45.4167,167.7167,59.27,64,100,1.9,NZ,4/29/22 2:20
500,Ladushkin,54.5703,20.171,37.76,60,18,2.55,RU,4/29/22 2:20
501,Severiano Melo,-5.7772,-37.9578,75.92,83,97,3.24,BR,4/29/22 2:20
502,Terrace Bay,48.7834,-87.1,29.55,79,100,4.12,CA,4/29/22 2:20
503,Cabo San Lucas,22.8909,-109.9124,79.11,59,0,0,MX,4/29/22 2:18
504,Honningsvag,70.9821,25.9704,26.35,86,100,9.22,NO,4/29/22 2:21
505,Atambua,-9.1061,124.8925,83.43,55,42,1.59,ID,4/29/22 2:21
506,Tolaga Bay,-38.3667,178.3,58.05,77,96,3.98,NZ,4/29/22 2:21
507,Araouane,18.9048,-3.5265,76.3,11,1,4.7,ML,4/29/22 2:21
508,Villa Del Rosario,7.8339,-72.4742,73.78,100,75,6.91,CO,4/29/22 2:21
509,Humaita,-7.5061,-63.0208,77.43,81,98,1.72,BR,4/29/22 2:21
510,Mersing,2.4312,103.8405,85.91,84,40,3.44,MY,4/29/22 2:21
511,Hami,42.8,93.45,59.88,21,84,14.05,CN,4/29/22 2:21
512,Bonthe,7.5264,-12.505,78.94,85,100,6.02,SL,4/29/22 2:21
513,Rubiataba,-15.1644,-49.8033,69.82,56,30,3.96,BR,4/29/22 2:21
514,Kimbe,-5.5502,150.1429,88.97,62,100,5.28,PG,4/29/22 2:21
515,Crossville,35.949,-85.0269,58.91,60,0,0,US,4/29/22 2:18
516,Baturaja,-4.1333,104.1667,81.39,82,98,0.78,ID,4/29/22 2:17
517,Farsund,58.0948,6.8047,44.06,100,49,12.59,NO,4/29/22 2:21
518,Vila Franca Do Campo,37.7167,-25.4333,64.2,96,100,25.52,PT,4/29/22 2:21
519,Port Hardy,50.6996,-127.4199,48.38,71,75,9.22,CA,4/29/22 2:21
520,Makat,47.6469,53.3463,64.72,52,10,1.66,KZ,4/29/22 2:21
521,Waingapu,-9.6567,120.2641,82.92,72,88,7.38,ID,4/29/22 2:19
522,Nioro,13.35,-15.75,79.5,30,0,8.99,GM,4/29/22 2:21
523,Batagay-Alyta,67.8006,130.4114,18.64,80,15,4.63,RU,4/29/22 2:21
524,Ippy,6.2679,21.2247,71.71,88,100,3.33,CF,4/29/22 2:21
525,Berlevag,70.8578,29.0864,22.8,73,100,21.9,NO,4/29/22 2:20
526,Daru,-9.0763,143.2092,84.56,71,98,10.6,PG,4/29/22 2:21
527,Saravan,39.7196,45.6483,48.04,78,74,4.47,AM,4/29/22 2:21
528,Port Blair,11.6667,92.75,86.04,79,75,2.3,IN,4/29/22 2:21
529,Honiara,-9.4333,159.95,86.14,69,99,3.67,SB,4/29/22 2:21
530,Pevek,69.7008,170.3133,29.03,94,100,9.17,RU,4/29/22 2:21
531,Aden,12.7794,45.0367,81.97,84,31,21.52,YE,4/29/22 2:21
532,Pisco,-13.7,-76.2167,66.25,82,0,5.75,PE,4/29/22 2:21
533,Bilma,18.6853,12.9164,85.15,10,100,9.26,NE,4/29/22 2:21
534,Mogadishu,2.0371,45.3438,82.13,77,95,7.18,SO,4/29/22 2:21
535,Mabaruma,8.2,-59.7833,75.13,94,67,3.4,GY,4/29/22 2:21
536,Nador,35.174,-2.9287,61.05,77,75,8.05,MA,4/29/22 2:21
537,Outjo,-20.1167,16.15,65.57,57,24,6.69,NA,4/29/22 2:21
538,San Quintin,30.4833,-115.95,58.84,71,0,21.36,MX,4/29/22 2:21
539,La Baule-Escoublac,47.2922,-2.364,51.46,93,77,9.22,FR,4/29/22 2:21
540,Opuwo,-18.0607,13.84,72.55,38,88,2.91,NA,4/29/22 2:21
541,Paulista,-7.9408,-34.8731,84.06,77,43,9.82,BR,4/29/22 2:21
542,Szentgotthard,46.9526,16.2736,44.1,75,1,5.84,HU,4/29/22 2:21
543,Padang,-0.9492,100.3543,84.25,73,99,0.47,ID,4/29/22 2:19
544,Malaut,30.2167,74.4833,91.29,14,3,7.25,IN,4/29/22 2:22
545,Faya,18.3851,42.4509,55.51,62,9,5.3,SA,4/29/22 2:22
546,Tsiroanomandidy,-18.7667,46.0333,64.51,88,86,3.67,MG,4/29/22 2:22
547,Illapel,-31.6308,-71.1653,63.84,50,0,1.79,CL,4/29/22 2:23
548,Barroquinha,-3.0189,-41.1361,73.27,97,95,3.65,BR,4/29/22 2:23
549,Kununurra,-15.7667,128.7333,93.18,49,94,5.75,AU,4/29/22 2:23
550,Ponta Delgada,37.7333,-25.6667,64.51,94,75,19.57,PT,4/29/22 2:20
551,Livingstone,-17.8419,25.8543,57.29,92,0,3.15,ZM,4/29/22 2:23
552,Tefe,-3.3542,-64.7114,74.3,97,100,2.26,BR,4/29/22 2:23
553,Woodstock,43.1334,-80.7497,38.43,69,3,7,CA,4/29/22 2:22
554,Surt,31.2089,16.5887,63.23,86,0,15.1,LY,4/29/22 2:23
555,Ust-Kut,56.7938,105.7672,44.35,54,98,5.57,RU,4/29/22 2:23
556,Ihosy,-22.4,46.1167,58.28,88,53,12.48,MG,4/29/22 2:23
557,Batken,39.8333,71,56.19,49,100,2.84,KG,4/29/22 2:23
558,Waterloo,43.4668,-80.5164,37.78,38,0,5.75,CA,4/29/22 2:20
559,Zabid,14.1951,43.3152,81.1,57,1,3.13,YE,4/29/22 2:23
560,Garachine,8.0647,-78.3628,78.96,85,100,5.32,PA,4/29/22 2:23
561,Grindavik,63.8424,-22.4338,48.15,100,75,9.22,IS,4/29/22 2:23
562,Waitati,-45.75,170.5667,58.8,63,0,3.71,NZ,4/29/22 2:23
563,Zolotukhino,52.0842,36.3772,35.67,96,67,8.81,RU,4/29/22 2:23
564,Waw,7.7029,27.9953,77.34,69,100,5.17,SS,4/29/22 2:23
565,Riyadh,24.6877,46.7219,69.94,64,100,7.54,SA,4/29/22 2:23
566,Broome,42.2506,-75.833,37.78,54,0,6.91,US,4/29/22 2:23
567,Skjervoy,70.0311,20.9714,32.63,61,100,29.73,NO,4/29/22 2:23
568,Nanortalik,60.1432,-45.2371,37.94,84,100,3.76,GL,4/29/22 2:23
569,Tanggu,39.0211,117.6469,58.96,53,21,6.17,CN,4/29/22 2:23
570,Cape Canaveral,28.4058,-80.6048,75.07,69,0,20.71,US,4/29/22 2:23
571,Talcahuano,-36.7167,-73.1167,46.08,81,0,3.44,CL,4/29/22 2:23
572,Hurricane,37.1753,-113.2899,75.67,10,0,17.74,US,4/29/22 2:23
573,Altoona,40.5187,-78.3947,47.41,67,0,4.47,US,4/29/22 2:18
574,Muros,42.7762,-9.0603,54.09,83,64,8.68,ES,4/29/22 2:23
575,Quatre Cocos,-20.2078,57.7625,74.08,81,16,8.1,MU,4/29/22 2:23
576,Zhuhai,22.2769,113.5678,89.85,83,40,9.22,CN,4/29/22 2:23
577,Broken Hill,-31.95,141.4333,76.96,32,99,13.38,AU,4/29/22 2:23
578,Rafsanjan,30.4067,55.9939,68.29,21,3,8.84,IR,4/29/22 2:23
579,Teknaf,20.8624,92.3058,84.27,72,8,3.6,BD,4/29/22 2:23
580,Najran,17.4924,44.1277,61.45,53,0,2.42,SA,4/29/22 2:23
581,Abrau-Dyurso,44.69,37.59,53.06,73,91,10.58,RU,4/29/22 2:23
582,Vardo,70.3705,31.1107,26.89,61,100,22.7,NO,4/29/22 2:23
583,Almeirim,-1.5233,-52.5817,74.8,97,100,2.95,BR,4/29/22 2:23
584,Limbang,4.75,115,87.91,61,79,0.45,MY,4/29/22 2:23
585,Jefferson City,38.5767,-92.1735,56.86,76,75,10.36,US,4/29/22 2:23
586,Frontino,6.7801,-76.1288,64.33,99,100,1.41,CO,4/29/22 2:23
587,Husavik,66.0449,-17.3389,42.31,67,8,5.57,IS,4/29/22 2:23
588,Requena,39.4883,-1.1004,48.87,76,92,3.78,ES,4/29/22 2:23
589,Shipitsyno,61.2806,46.5208,26.06,73,48,5.86,RU,4/29/22 2:23
590,Taltal,-25.4,-70.4833,61.84,84,100,2.42,CL,4/29/22 2:23
591,Wronki,52.7105,16.3804,42.3,86,14,4.27,PL,4/29/22 2:23
592,Sint-Gillis-Waas,51.228,4.1206,49.1,87,100,1.99,BE,4/29/22 2:23
593,La Asuncion,11.0333,-63.8628,80.33,94,90,9.22,VE,4/29/22 2:18
594,Mitu,1.1983,-70.1733,73.53,98,100,1.61,CO,4/29/22 2:23
595,Qianan,44.9932,124.0581,59.59,14,88,8.68,CN,4/29/22 2:24
596,Tigil,57.8,158.6667,41.81,62,4,12.82,RU,4/29/22 2:24
597,Ozernovskiy,51.5,156.5167,34.7,90,100,5.21,RU,4/29/22 2:24
